tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,5,6,7,(8,(9,((10,11,12,13,14,15,16)10-16,17,18,19)10-19,20)9-20,21)8-21)1-21;	1-21;8-21;9-20;10-19;10-16	0;2;1;2;1
2	(1,2,3,4,5,6,7,(8,9,(((10,11,12,13,14,15,16)10-16,17,18,19)10-19,20,21)10-21)8-21)1-21;	1-21;8-21;10-21;10-19;10-16	0;2;1;2;1
