tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,5,6,7,(8,(9,(((((10,11,12,13)10-13,14,15,16)10-16,17)10-17,18)10-18,19)10-19,20)9-20,21)8-21)1-21;	1-21;8-21;9-20;10-19;10-18;10-17;10-16;10-13	1;2;1;3;1;1;4;2
2	(1,2,3,4,5,6,7,(8,9,((((((10,11,12,13)10-13,14,15,16)10-16,17)10-17,18)10-18,19)10-19,20,21)10-21)8-21)1-21;	1-21;8-21;10-21;10-19;10-18;10-17;10-16;10-13	1;2;1;3;1;1;4;2
3	(1,2,3,4,5,6,7,(8,(((9,((10,11,12,13)10-13,14,15,16)10-16)9-16,17)9-17,18,19,20)9-20,21)8-21)1-21;	1-21;8-21;9-20;9-17;9-16;10-16;10-13	1;2;1;1;1;4;2
4	(1,2,3,4,5,6,7,(8,((9,(((10,11,12,13)10-13,14,15,16)10-16,17)10-17)9-17,18,19,20)9-20,21)8-21)1-21;	1-21;8-21;9-20;9-17;10-17;10-16;10-13	1;2;1;1;1;4;2
5	(1,2,3,4,5,6,7,(8,((((9,10)9-10,11,12,13,14,15,16)9-16,17)9-17,18,19,20)9-20,21)8-21)1-21;	1-21;8-21;9-20;9-17;9-16;9-10	1;2;1;1;1;3
6	(1,2,3,(4,5,(6,7,(8,(9,10)9-10)8-10,11,12)6-12)4-12,13,14,15,16,17,18,19,20,21)1-21;	1-21;4-12;6-12;8-10;9-10	1;1;1;1;3
7	(1,2,3,4,5,6,7,((8,(9,10)9-10)8-10,11,12,13,14,15,16,17,18,19,20,21)8-21)1-21;	1-21;8-21;8-10;9-10	1;2;1;3
