position	left_summed	left_capped	right_summed	right_capped
1	0	6	0	0
2	0	0	0	0
3	6	6	0	0
4	0	0	0	0
5	8	6	0	0
6	8	4	2	2
7	0	0	0	0
8	0	0	4	4
9	2	2	0	0
10	10	4	2	2
11	0	0	0	0
12	0	0	0	0
13	0	0	4	4
14	0	0	0	0
15	0	0	0	0
16	0	0	4	4
17	3	3	6	3
18	0	0	0	0
19	0	0	3	3
20	0	0	0	0
21	0	0	12	6
