tree_number	newick	group_spans	group_convergence
1	(1,2,(((3,4,((5,(6,7)6-7,8,9)5-9,10,11)5-11)3-11,12,13)3-13,14)3-14)1-14;	1-14;3-14;3-13;3-11;5-11;5-9;6-7	0;1;1;1;1;1;2
2	(1,2,((3,(4,((5,(6,7)6-7,8,9)5-9,10,11)5-11,12,13)4-13)3-13,14)3-14)1-14;	1-14;3-14;3-13;4-13;5-11;5-9;6-7	0;1;1;2;1;1;2
3	(1,2,(((3,((4,5,6)4-6,7)4-7,8,9,10,11)3-11,12,13)3-13,14)3-14)1-14;	1-14;3-14;3-13;3-11;4-7;4-6	0;1;1;1;1;1
4	(1,2,(((3,(4,5,(6,7)6-7)4-7,8,9,10,11)3-11,12,13)3-13,14)3-14)1-14;	1-14;3-14;3-13;3-11;4-7;6-7	0;1;1;1;1;2
5	(1,2,((3,(((4,5,6)4-6,7)4-7,8,9,10,11,12,13)4-13)3-13,14)3-14)1-14;	1-14;3-14;3-13;4-13;4-7;4-6	0;1;1;2;1;1
6	(1,2,((3,((4,5,(6,7)6-7)4-7,8,9,10,11,12,13)4-13)3-13,14)3-14)1-14;	1-14;3-14;3-13;4-13;4-7;6-7	0;1;1;2;1;2
7	(1,2,(3,4,(((5,(6,7)6-7,8,9)5-9,10,11)5-11,12,13,14)5-14)3-14)1-14;	1-14;3-14;5-14;5-11;5-9;6-7	0;1;1;1;1;2
