tree_number	newick	group_spans	strengths
1	(1,2,(3,(4,(5,6,7,8,9,(10,11,(12,(13,14,15)13-15)12-15)10-15)5-15)4-15,16,17,18,19,20,21)3-21,22)1-22;	1-22;3-21;4-15;5-15;10-15;12-15;13-15	2.6458;1.7321;1.4142;1.4142;2.0;2.6458;2.6458
2	(1,2,3,((4,(5,6,7,8,9,(10,11,(12,(13,14,15)13-15)12-15)10-15)5-15)4-15,16,17,18,19,20,21,22)4-22)1-22;	1-22;4-22;4-15;5-15;10-15;12-15;13-15	2.6458;2.0;1.4142;1.4142;2.0;2.6458;2.6458
3	(1,2,(3,4,5,6,7,8,(9,(10,11,(12,(13,14,15)13-15)12-15)10-15,16,17,18,19,20,21)9-21)3-21,22)1-22;	1-22;3-21;9-21;10-15;12-15;13-15	2.6458;1.7321;2.0;2.0;2.6458;2.6458
4	(1,2,(3,4,5,6,7,8,(9,10,(11,(12,(13,14,15)13-15)12-15,16)11-16,17,18,19,20,21)9-21)3-21,22)1-22;	1-22;3-21;9-21;11-16;12-15;13-15	2.6458;1.7321;2.0;1.4142;2.6458;2.6458
5	(1,2,3,(4,5,6,7,8,(9,(10,11,(12,(13,14,15)13-15)12-15)10-15,16,17,18,19,20,21)9-21,22)4-22)1-22;	1-22;4-22;9-21;10-15;12-15;13-15	2.6458;2.0;2.0;2.0;2.6458;2.6458
6	(1,2,3,(4,5,6,7,8,(9,10,(11,(12,(13,14,15)13-15)12-15,16)11-16,17,18,19,20,21)9-21,22)4-22)1-22;	1-22;4-22;9-21;11-16;12-15;13-15	2.6458;2.0;2.0;1.4142;2.6458;2.6458
7	(1,2,3,(4,5,6,7,8,9,10,11,((12,(13,14,15)13-15)12-15,16,17,18,19,20,21,22)12-22)4-22)1-22;	1-22;4-22;12-22;12-15;13-15	2.6458;2.0;1.0;2.6458;2.6458
