chart	file	width	height	units
tree_shapes_n2	illustrations/illustrations_tree_shapes_n2.pdf	0.79	0.9	in
tree_shapes_n3	illustrations/illustrations_tree_shapes_n3.pdf	3.63	0.9	in
tree_shapes_n4	illustrations/illustrations_tree_shapes_n4.pdf	16.53	0.9	in
tree_shapes_n5	illustrations/illustrations_tree_shapes_n5.pdf	25.95	0.9	in
tree_count_growth	illustrations/illustrations_tree_count_growth.pdf	7	5	in
random_tree_overlay	illustrations/illustrations_random_tree_overlay.pdf	16	10	in
