position	left_summed	left_capped	right_summed	right_capped
1	25	31	0	0
2	0	0	0	0
3	71	31	0	0
4	52	26	0	0
5	23	15	0	0
6	44	23	8	8
7	0	0	39	31
8	0	0	6	6
9	0	0	33	21
10	0	0	0	0
11	0	0	66	31
12	0	0	0	0
13	0	0	48	29
14	0	0	15	31
