tree_number	newick	group_spans	group_convergence
1	(((1,2,3,4,(5,6)5-6,7,(8,9,10,11)8-11,12,13)1-13,14)1-14,15)1-15;	1-15;1-14;1-13;5-6;8-11	2;1;1;1;1
2	(1,2,3,4,((5,6)5-6,7,(8,9,10,11)8-11,12,13,14,15)5-15)1-15;	1-15;5-15;5-6;8-11	2;1;1;1
