position	left_summed	left_capped	right_summed	right_capped
1	0	8	0	0
2	16	8	0	0
3	10	8	0	0
4	0	0	0	0
5	0	0	0	0
6	6	6	0	0
7	0	0	0	0
8	0	0	0	0
9	0	0	0	0
10	0	0	0	0
11	0	0	0	0
12	0	0	0	0
13	4	2	0	0
14	0	0	0	0
15	17	8	0	0
16	6	5	0	0
17	0	0	0	0
18	0	0	0	0
19	4	4	7	4
20	0	0	12	7
21	0	0	6	4
22	0	0	0	0
23	0	0	0	0
24	0	0	0	0
25	0	0	2	2
26	0	0	0	0
27	0	0	0	0
28	0	0	12	6
29	0	0	16	8
30	0	0	0	0
31	0	0	8	8
