family_id	family_number	n_spans	newick
family_001	1	11	(1,((2,(3,4,5,(6,7,8,9,10,11,12,((13,14,(((15,(16,17,18,19)16-19)15-19,20)15-20,21)15-21)13-21,22,23,24,25)13-25,26,27,28)6-28,29)3-29)2-29,30,31)2-31)1-31;
family_002	2	10	(1,((2,(3,4,5,(6,7,8,9,10,11,12,((13,14,((15,16,17,18,(19,20)19-20)15-20,21)15-21)13-21,22,23,24,25)13-25,26,27,28)6-28,29)3-29)2-29,30,31)2-31)1-31;
family_003	3	10	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,((((15,(16,17,18,19)16-19)15-19,20)15-20,21)15-21,22,23,24,25,26,27,28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;
family_004	4	9	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,(((15,16,17,18,(19,20)19-20)15-20,21)15-21,22,23,24,25,26,27,28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;
family_005	5	8	(1,((2,((3,4,5,6,7,8,9,10,11,12,13,14,((15,(16,17,18,19)16-19)15-19,20)15-20)3-20,21,22,23,24,25,26,27,28,29)3-29)2-29,30,31)2-31)1-31;
family_006	6	8	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,(15,((16,17,18,19)16-19,20,21,22,23,24,25,26,27,28)16-28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;
family_007	7	8	(1,((2,(3,4,5,(6,7,8,9,10,11,12,13,14,(15,(16,17,18,(19,20)19-20,21,22,23,24,25,26,27,28)16-28)15-28)6-28,29)3-29)2-29,30,31)2-31)1-31;
family_008	8	7	(1,((2,((3,4,5,6,7,8,9,10,11,12,13,14,(15,16,17,18,(19,20)19-20)15-20)3-20,21,22,23,24,25,26,27,28,29)3-29)2-29,30,31)2-31)1-31;
