span_id_a	span_id_b
13-21	15-28
13-21	16-28
13-21	3-20
13-25	15-28
13-25	16-28
13-25	3-20
15-19	16-28
15-19	19-20
15-20	16-28
15-21	16-28
15-21	3-20
15-28	3-20
16-19	19-20
16-28	3-20
3-20	6-28
