tree_number	newick	group_spans	strengths
1	(1,2,(((3,4)3-4,5,6)3-6,7,8,9,10,11,12)3-12)1-12;	1-12;3-12;3-6;3-4	1.4142;1.4142;1.0;1.0
2	(1,2,(3,((4,5,6,7,8,9,10)4-10,11,12)4-12)3-12)1-12;	1-12;3-12;4-12;4-10	1.4142;1.4142;1.0;1.0
