family_id	span_id
family_017	5-19
family_017	5-21
family_017	6-8
family_017	6-17
family_017	9-17
family_017	10-13
family_017	10-16
family_017	10-17
family_018	1-22
family_018	2-22
family_018	3-21
family_018	5-17
family_018	5-18
family_018	5-19
family_018	5-21
family_018	6-8
family_018	6-17
family_018	9-17
family_018	10-16
family_018	10-17
family_018	13-15
family_019	1-22
family_019	2-22
family_019	3-21
family_019	5-17
family_019	5-18
family_019	5-19
family_019	5-21
family_019	6-10
family_019	6-16
family_019	6-17
family_019	8-10
family_019	9-10
family_019	13-15
family_020	1-22
family_020	2-22
family_020	3-21
family_020	5-17
family_020	5-18
family_020	5-19
family_020	5-21
family_020	6-16
family_020	6-17
family_020	8-10
family_020	8-16
family_020	9-10
family_020	13-15
family_021	1-22
family_021	2-22
family_021	3-21
family_021	5-17
family_021	5-18
family_021	5-19
family_021	5-21
family_021	6-16
family_021	6-17
family_021	8-16
family_021	9-10
family_021	9-16
family_021	13-15
family_022	1-22
family_022	2-22
family_022	3-21
family_022	5-17
family_022	5-18
family_022	5-19
family_022	5-21
family_022	6-16
family_022	6-17
family_022	8-16
family_022	9-16
family_022	10-13
family_022	10-16
family_023	1-22
family_023	2-22
family_023	3-21
family_023	5-17
family_023	5-18
family_023	5-19
family_023	5-21
family_023	6-16
family_023	6-17
family_023	8-16
family_023	9-16
family_023	10-16
family_023	13-15
family_024	1-22
family_024	2-22
family_024	3-21
family_024	5-17
family_024	5-18
family_024	5-19
family_024	5-21
family_024	6-17
family_024	8-10
family_024	8-16
family_024	8-17
family_024	9-10
family_024	13-15
family_025	1-22
family_025	2-22
family_025	3-21
family_025	5-17
family_025	5-18
family_025	5-19
family_025	5-21
family_025	6-17
family_025	8-16
family_025	8-17
family_025	9-10
family_025	9-16
family_025	13-15
family_026	1-22
family_026	2-22
family_026	3-21
family_026	5-17
family_026	5-18
family_026	5-19
family_026	5-21
family_026	6-17
family_026	8-16
family_026	8-17
family_026	9-16
family_026	10-13
family_026	10-16
family_027	1-22
family_027	2-22
family_027	3-21
family_027	5-17
family_027	5-18
family_027	5-19
family_027	5-21
family_027	6-17
family_027	8-16
family_027	8-17
family_027	9-16
family_027	10-16
family_027	13-15
family_028	1-22
family_028	2-22
family_028	3-21
family_028	5-17
family_028	5-18
family_028	5-19
family_028	5-21
family_028	6-17
family_028	8-17
family_028	9-10
family_028	9-16
family_028	9-17
family_028	13-15
family_029	1-22
family_029	2-22
family_029	3-21
family_029	5-17
family_029	5-18
family_029	5-19
family_029	5-21
family_029	6-17
family_029	8-17
family_029	9-16
family_029	9-17
family_029	10-13
family_029	10-16
family_030	1-22
family_030	2-22
family_030	3-21
family_030	5-17
family_030	5-18
family_030	5-19
family_030	5-21
family_030	6-17
family_030	8-17
family_030	9-16
family_030	9-17
family_030	10-16
family_030	13-15
family_031	1-22
family_031	2-22
family_031	3-21
family_031	5-17
family_031	5-18
family_031	5-19
family_031	5-21
family_031	6-17
family_031	8-17
family_031	9-17
family_031	10-13
family_031	10-16
family_031	10-17
family_032	1-22
family_032	2-22
family_032	3-21
family_032	5-17
family_032	5-18
family_032	5-19
family_032	5-21
family_032	6-17
family_032	8-17
family_032	9-17
family_032	10-16
family_032	10-17
family_032	13-15
family_033	1-22
family_033	2-22
family_033	3-21
family_033	5-6
family_033	5-18
family_033	5-19
family_033	5-21
family_033	9-10
family_033	9-16
family_033	9-17
family_033	9-18
family_033	13-15
family_034	1-22
family_034	2-22
family_034	3-21
family_034	5-6
family_034	5-18
family_034	5-19
family_034	5-21
family_034	9-16
family_034	9-17
family_034	9-18
family_034	10-13
family_034	10-16
family_035	1-22
family_035	2-22
family_035	3-21
family_035	5-6
family_035	5-18
family_035	5-19
family_035	5-21
family_035	9-16
family_035	9-17
family_035	9-18
family_035	10-16
family_035	13-15
family_036	1-22
family_036	2-22
family_036	3-21
family_036	5-6
family_036	5-18
family_036	5-19
family_036	5-21
family_036	9-17
family_036	9-18
family_036	10-13
family_036	10-16
family_036	10-17
family_037	1-22
family_037	2-22
family_037	3-21
family_037	5-6
family_037	5-18
family_037	5-19
family_037	5-21
family_037	9-17
family_037	9-18
family_037	10-16
family_037	10-17
family_037	13-15
family_038	1-22
family_038	2-22
family_038	3-21
family_038	5-6
family_038	5-18
family_038	5-19
family_038	5-21
family_038	9-18
family_038	10-13
family_038	10-16
family_038	10-17
family_038	10-18
family_039	1-22
family_039	2-22
family_039	3-21
family_039	5-6
family_039	5-18
family_039	5-19
family_039	5-21
family_039	9-18
family_039	10-16
family_039	10-17
family_039	10-18
family_039	13-15
family_040	1-22
family_040	2-22
family_040	3-21
family_040	5-18
family_040	5-19
family_040	5-21
family_040	6-8
family_040	9-10
family_040	9-16
family_040	9-17
family_040	9-18
family_040	13-15
family_041	1-22
family_041	2-22
family_041	3-21
family_041	5-18
family_041	5-19
family_041	5-21
family_041	6-8
family_041	9-16
family_041	9-17
family_041	9-18
family_041	10-13
family_041	10-16
family_042	1-22
family_042	2-22
family_042	3-21
family_042	5-18
family_042	5-19
family_042	5-21
family_042	6-8
family_042	9-16
family_042	9-17
family_042	9-18
family_042	10-16
family_042	13-15
family_043	1-22
family_043	2-22
family_043	3-21
family_043	5-18
family_043	5-19
family_043	5-21
family_043	6-8
family_043	9-17
family_043	9-18
family_043	10-13
family_043	10-16
family_043	10-17
family_044	1-22
family_044	2-22
family_044	3-21
family_044	5-18
family_044	5-19
family_044	5-21
family_044	6-8
family_044	9-17
family_044	9-18
family_044	10-16
family_044	10-17
family_044	13-15
family_045	1-22
family_045	2-22
family_045	3-21
family_045	5-18
family_045	5-19
family_045	5-21
family_045	6-8
family_045	9-18
family_045	10-13
family_045	10-16
family_045	10-17
family_045	10-18
family_046	1-22
family_046	2-22
family_046	3-21
family_046	5-18
family_046	5-19
family_046	5-21
family_046	6-8
family_046	9-18
family_046	10-16
family_046	10-17
family_046	10-18
family_046	13-15
family_047	1-22
family_047	2-22
family_047	3-21
family_047	5-6
family_047	5-13
family_047	5-17
family_047	5-18
family_047	5-19
family_047	5-21
family_047	8-10
family_047	9-10
family_048	1-22
family_048	2-22
family_048	3-21
family_048	5-6
family_048	5-19
family_048	5-21
family_048	8-10
family_048	8-16
family_048	9-10
family_048	13-15
family_048	17-19
family_049	1-22
family_049	2-22
family_049	3-21
family_049	5-6
family_049	5-19
family_049	5-21
family_049	8-16
family_049	9-10
family_049	9-16
family_049	13-15
family_049	17-19
family_050	1-22
family_050	2-22
family_050	3-21
family_050	5-6
family_050	5-19
family_050	5-21
family_050	8-16
family_050	9-16
family_050	10-13
family_050	10-16
family_050	17-19
family_051	1-22
family_051	2-22
family_051	3-21
family_051	5-6
family_051	5-19
family_051	5-21
family_051	8-16
family_051	9-16
family_051	10-16
family_051	13-15
family_051	17-19
family_052	1-22
family_052	2-22
family_052	3-21
family_052	5-13
family_052	5-17
family_052	5-18
family_052	5-19
family_052	5-21
family_052	6-8
family_052	6-10
family_052	9-10
family_053	1-22
family_053	2-22
family_053	3-21
family_053	5-13
family_053	5-17
family_053	5-18
family_053	5-19
family_053	5-21
family_053	6-10
family_053	8-10
family_053	9-10
family_054	1-22
family_054	2-22
family_054	3-21
family_054	5-19
family_054	5-21
family_054	6-8
family_054	6-10
family_054	6-16
family_054	9-10
family_054	13-15
family_054	17-19
family_055	1-22
family_055	2-22
family_055	3-21
family_055	5-19
family_055	5-21
family_055	6-8
family_055	6-16
family_055	9-10
family_055	9-16
family_055	13-15
family_055	17-19
family_056	1-22
family_056	2-22
family_056	3-21
family_056	5-19
family_056	5-21
family_056	6-8
family_056	6-16
family_056	9-16
family_056	10-13
family_056	10-16
family_056	17-19
family_057	1-22
family_057	2-22
family_057	3-21
family_057	5-19
family_057	5-21
family_057	6-8
family_057	6-16
family_057	9-16
family_057	10-16
family_057	13-15
family_057	17-19
family_058	1-22
family_058	2-22
family_058	3-21
family_058	5-19
family_058	5-21
family_058	6-10
family_058	6-16
family_058	8-10
family_058	9-10
family_058	13-15
family_058	17-19
family_059	1-22
family_059	2-22
family_059	3-21
family_059	5-19
family_059	5-21
family_059	6-16
family_059	8-10
family_059	8-16
family_059	9-10
family_059	13-15
family_059	17-19
family_060	1-22
family_060	2-22
family_060	3-21
family_060	5-19
family_060	5-21
family_060	6-16
family_060	8-16
family_060	9-10
family_060	9-16
family_060	13-15
family_060	17-19
family_061	1-22
family_061	2-22
family_061	3-21
family_061	5-19
family_061	5-21
family_061	6-16
family_061	8-16
family_061	9-16
family_061	10-13
family_061	10-16
family_061	17-19
family_062	1-22
family_062	2-22
family_062	3-21
family_062	5-19
family_062	5-21
family_062	6-16
family_062	8-16
family_062	9-16
family_062	10-16
family_062	13-15
family_062	17-19
family_063	1-22
family_063	2-22
family_063	3-21
family_063	5-6
family_063	5-13
family_063	5-17
family_063	5-18
family_063	5-19
family_063	5-21
family_063	10-13
family_064	1-22
family_064	2-22
family_064	3-21
family_064	5-6
family_064	5-13
family_064	5-19
family_064	5-21
family_064	8-10
family_064	9-10
family_064	17-19
family_065	1-22
family_065	2-22
family_065	3-21
family_065	5-13
family_065	5-17
family_065	5-18
family_065	5-19
family_065	5-21
family_065	6-8
family_065	10-13
family_066	1-22
family_066	2-22
family_066	3-21
family_066	5-13
family_066	5-19
family_066	5-21
family_066	6-8
family_066	6-10
family_066	9-10
family_066	17-19
family_067	1-22
family_067	2-22
family_067	3-21
family_067	5-13
family_067	5-19
family_067	5-21
family_067	6-10
family_067	8-10
family_067	9-10
family_067	17-19
family_068	1-22
family_068	2-22
family_068	3-21
family_068	5-6
family_068	5-13
family_068	5-19
family_068	5-21
family_068	10-13
family_068	17-19
family_069	1-22
family_069	2-22
family_069	3-21
family_069	5-13
family_069	5-19
family_069	5-21
family_069	6-8
family_069	10-13
family_069	17-19
