family_id	family_number	n_spans	newick
family_001	1	5	(1,2,3,4,((5,6,7,8,(9,(10,11,12,13,14,15,16,17)10-17)9-17)5-17,18)5-18,19,20,21,22)1-22;
family_002	2	5	(1,2,3,4,(5,6,7,8,((9,(10,11,12,13,14,15,16,17)10-17)9-17,18)9-18)5-18,19,20,21,22)1-22;
family_003	3	5	(1,2,3,4,(5,6,7,8,(9,((10,11,12,13,14,15,16,17)10-17,18)10-18)9-18)5-18,19,20,21,22)1-22;
