tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,5,6,((7,8,9,10,(11,(12,13,14,15,16,17,18,19)12-19)11-19)7-19,20)7-20,21,22,23,24)1-24;	1-24;7-20;7-19;11-19;12-19	0;1;2;1;1
2	(1,2,3,4,5,6,(7,8,9,10,((11,(12,13,14,15,16,17,18,19)12-19)11-19,20)11-20)7-20,21,22,23,24)1-24;	1-24;7-20;11-20;11-19;12-19	0;1;1;1;1
3	(1,2,3,4,5,6,(7,8,9,10,(11,((12,13,14,15,16,17,18,19)12-19,20)12-20)11-20)7-20,21,22,23,24)1-24;	1-24;7-20;11-20;12-20;12-19	0;1;1;1;1
