tree_number	newick	group_spans	group_convergence
1	(1,((((2,(((3,4)3-4,5)3-5,6)3-6)2-6,7,8)2-8,9,10)2-10,11,12)2-12)1-12;	1-12;2-12;2-10;2-8;2-6;3-6;3-5;3-4	1;1;1;1;1;1;1;2
2	(1,(2,3,(4,5,6,7,8,9,10,11,12)4-12)2-12)1-12;	1-12;2-12;4-12	1;1;1
