span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-24	1	24	24	0	1	(root)	(synthetic)	True		#000000
3-24	3	24	22	4	1	PitchRange-Question-Maximal|Downdrift-DeclarativeContentQ-Maximal|Downdrift-YesNoQ-Maximal|FinalPitch-YesNoQ-Maximal	intonational	False	1	#7876B1
4-24	4	24	21	2	1	PitchRange-Declarative-Maximal|FinalPitch-Declarative-Maximal	intonational	False	2	#7876B1
8-19	8	19	12	6	1	PitchRange-Declarative-Minimal|PitchRange-Question-Minimal|Downdrift-DeclarativeContentQ-Minimal|Downdrift-YesNoQ-Minimal|FinalPitch-Declarative-Minimal|FinalPitch-YesNoQ-Minimal	intonational	False	3	#7876B1
