tree_number	newick	group_spans	group_convergence
1	(1,2,3,4,5,6,7,((8,9,10)8-10,11)8-11,12,13)1-13;	1-13;8-11;8-10	1;2;1
2	(1,2,3,4,5,6,(7,8)7-8,9,10,11,12,13)1-13;	1-13;7-8	1;1
