span_id_a	span_id_b
1-10	7-12
1-10	8-11
1-8	2-10
1-8	4-9
1-8	7-12
1-8	8-10
1-8	8-11
2-10	7-12
2-10	8-11
4-9	7-12
4-9	8-10
4-9	8-11
6-8	7-12
6-8	8-10
6-8	8-11
7-8	8-10
7-8	8-11
