tree_number	newick	group_spans	strengths
1	(1,(2,(3,4,5,(6,7,8,9,10,11,12,(13,14,((15,16,17,18,19)15-19,20)15-20,21)13-21,22,23,24,25,26,27,28)6-28,29)3-29)2-29,30,31)1-31;	1-31;2-29;3-29;6-28;13-21;15-20;15-19	1.4142;1.4142;1.4142;1.4142;1.0;1.4142;1.4142
2	(1,(2,(3,4,5,(6,7,8,9,10,11,12,13,14,(((15,16,17,18,19)15-19,20)15-20,21,22,23,24,25,26,27,28)15-28)6-28,29)3-29)2-29,30,31)1-31;	1-31;2-29;3-29;6-28;15-28;15-20;15-19	1.4142;1.4142;1.4142;1.4142;1.0;1.4142;1.4142
