span_id	left	right	size	convergence	family_frequency	labels	domain_types	synthetic	span_chart_rank	blend_colour
1-21	1	21	21	0	2	(root)	(synthetic)	True		#000000
2-16	2	16	15	2	2	free occurrence minimal|repair minimal	indeterminate	False	4	#6F99AD
2-20	2	20	19	2	2	free occurrence maximal|repair maximal	indeterminate	False	3	#6F99AD
4-12	4	12	9	1	1	deviations cumulative exponence cumulative exponence and suppletion involving negation	indeterminate	False	1	#6F99AD
11-16	11	16	6	1	1	deviations extended exponence nonbiunique marking of mood and person/number of s/a/o	indeterminate	False	2	#6F99AD
