tree_number	newick	group_spans	strengths
1	(1,2,(3,4,5,6,7,((8,9)8-9,10,11)8-11,12,13,14,15)3-15,16,17,18,19,20)1-20;	1-20;3-15;8-11;8-9	1.7321;1.4142;1.4142;1.4142
2	(1,2,3,4,5,6,7,(((8,9)8-9,10,11)8-11,12,13,14,15,16,17,18,19,20)8-20)1-20;	1-20;8-20;8-11;8-9	1.7321;1.0;1.4142;1.4142
3	(1,2,(3,4,5,(6,7,8)6-8,9,10,11,12,13,14,15)3-15,16,17,18,19,20)1-20;	1-20;3-15;6-8	1.7321;1.4142;1.0
