tree_number	newick	group_spans	strengths
1	(((1,2,3,4,(5,6)5-6,7,(8,9,10,11)8-11,12,13)1-13,14)1-14,15)1-15;	1-15;1-14;1-13;5-6;8-11	1.4142;1.0;1.0;1.4142;1.4142
2	(1,2,3,4,((5,6)5-6,7,(8,9,10,11)8-11,12,13,14,15)5-15)1-15;	1-15;5-15;5-6;8-11	1.4142;1.0;1.4142;1.4142
