tree_number	newick	group_spans	strengths
1	(1,2,3,4,((5,6,7,8,(9,(10,11,12,13,14,15,16,17)10-17)9-17)5-17,18)5-18)1-18;	1-18;5-18;5-17;9-17;10-17	1.7321;1.7321;1.0;1.4142;1.7321
2	(1,2,3,4,(5,6,7,8,((9,(10,11,12,13,14,15,16,17)10-17)9-17,18)9-18)5-18)1-18;	1-18;5-18;9-18;9-17;10-17	1.7321;1.7321;1.4142;1.4142;1.7321
3	(1,2,3,4,(5,6,7,8,(9,((10,11,12,13,14,15,16,17)10-17,18)10-18)9-18)5-18)1-18;	1-18;5-18;9-18;10-18;10-17	1.7321;1.7321;1.4142;1.0;1.7321
