tree_number	newick	group_spans	group_convergence
1	(((1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,((17,18,19,20,21,22,23,24,25,26)17-26,27)17-27)1-27,28)1-28,29)1-29;	1-29;1-28;1-27;17-27;17-26	0;1;1;1;1
2	(((1,2,3,4,5,6,7,8,9,10,11,(12,13,14,15,16,17,18)12-18,19,20,21,22,23,24,25,26,27)1-27,28)1-28,29)1-29;	1-29;1-28;1-27;12-18	0;1;1;1
3	(1,2,3,4,5,(6,7,8,9,10,11,12,13,14,15,16,((17,18,19,20,21,22,23,24,25,26)17-26,27)17-27,28,29)6-29)1-29;	1-29;6-29;17-27;17-26	0;1;1;1
4	(1,2,3,4,5,(6,7,8,9,10,11,(12,13,14,15,16,17,18)12-18,19,20,21,22,23,24,25,26,27,28,29)6-29)1-29;	1-29;6-29;12-18	0;1;1
