tree_number	newick	group_spans	group_convergence
1	(1,(2,(3,(4,5,6,7,8,9,10,(11,12,13,(14,15,(16,17)16-17,18,19,20)14-20)11-20,21,22,23)4-23,24,25)3-25,26,27,28)2-28,29)1-29;	1-29;2-28;3-25;4-23;11-20;14-20;16-17	1;1;1;1;1;1;1
2	(1,(2,3,((4,5,6,7,8,9,10,(11,12,13,(14,15,(16,17)16-17,18,19,20)14-20)11-20,21,22,23)4-23,24,25,26,27,28)4-28)2-28,29)1-29;	1-29;2-28;4-28;4-23;11-20;14-20;16-17	1;1;1;1;1;1;1
3	(1,(2,(3,(4,(5,6,7,8,9,10,11,12,13,14,15,(16,17)16-17,18,19)5-19,20,21,22,23)4-23,24,25)3-25,26,27,28)2-28,29)1-29;	1-29;2-28;3-25;4-23;5-19;16-17	1;1;1;1;1;1
4	(1,(2,3,((4,(5,6,7,8,9,10,11,12,13,14,15,(16,17)16-17,18,19)5-19,20,21,22,23)4-23,24,25,26,27,28)4-28)2-28,29)1-29;	1-29;2-28;4-28;4-23;5-19;16-17	1;1;1;1;1;1
5	(1,(2,3,(4,5,6,7,8,9,10,11,(12,13,(14,15,(16,17)16-17,18,19,20)14-20,21,22,23,24,25,26)12-26,27,28)4-28)2-28,29)1-29;	1-29;2-28;4-28;12-26;14-20;16-17	1;1;1;1;1;1
