family_id	span_id
family_001	1-27
family_001	1-28
family_001	6-27
family_001	7-8
family_001	7-9
family_001	7-10
family_001	7-11
family_001	7-12
family_001	7-13
family_001	7-17
family_001	7-20
family_001	7-22
family_001	7-24
family_001	7-25
family_001	7-26
family_002	1-28
family_002	6-27
family_002	6-28
family_002	7-8
family_002	7-9
family_002	7-10
family_002	7-11
family_002	7-12
family_002	7-13
family_002	7-17
family_002	7-20
family_002	7-22
family_002	7-24
family_002	7-25
family_002	7-26
family_003	1-24
family_003	1-27
family_003	1-28
family_003	6-24
family_003	7-8
family_003	7-9
family_003	7-10
family_003	7-11
family_003	7-12
family_003	7-13
family_003	7-17
family_003	7-20
family_003	7-22
family_003	7-24
family_004	1-27
family_004	1-28
family_004	6-24
family_004	6-27
family_004	7-8
family_004	7-9
family_004	7-10
family_004	7-11
family_004	7-12
family_004	7-13
family_004	7-17
family_004	7-20
family_004	7-22
family_004	7-24
family_005	1-28
family_005	6-24
family_005	6-27
family_005	6-28
family_005	7-8
family_005	7-9
family_005	7-10
family_005	7-11
family_005	7-12
family_005	7-13
family_005	7-17
family_005	7-20
family_005	7-22
family_005	7-24
family_006	1-24
family_006	1-27
family_006	1-28
family_006	6-17
family_006	6-24
family_006	7-8
family_006	7-9
family_006	7-10
family_006	7-11
family_006	7-12
family_006	7-13
family_006	7-17
family_007	1-27
family_007	1-28
family_007	6-17
family_007	6-24
family_007	6-27
family_007	7-8
family_007	7-9
family_007	7-10
family_007	7-11
family_007	7-12
family_007	7-13
family_007	7-17
family_008	1-27
family_008	1-28
family_008	6-27
family_008	7-12
family_008	7-13
family_008	7-17
family_008	7-20
family_008	7-22
family_008	7-24
family_008	7-25
family_008	7-26
family_008	8-12
family_009	1-28
family_009	6-17
family_009	6-24
family_009	6-27
family_009	6-28
family_009	7-8
family_009	7-9
family_009	7-10
family_009	7-11
family_009	7-12
family_009	7-13
family_009	7-17
family_010	1-28
family_010	6-27
family_010	6-28
family_010	7-12
family_010	7-13
family_010	7-17
family_010	7-20
family_010	7-22
family_010	7-24
family_010	7-25
family_010	7-26
family_010	8-12
family_011	1-24
family_011	1-27
family_011	1-28
family_011	6-24
family_011	7-12
family_011	7-13
family_011	7-17
family_011	7-20
family_011	7-22
family_011	7-24
family_011	8-12
family_012	1-27
family_012	1-28
family_012	6-24
family_012	6-27
family_012	7-12
family_012	7-13
family_012	7-17
family_012	7-20
family_012	7-22
family_012	7-24
family_012	8-12
family_013	1-27
family_013	1-28
family_013	6-27
family_013	7-17
family_013	7-20
family_013	7-22
family_013	7-24
family_013	7-25
family_013	7-26
family_013	8-12
family_013	8-16
family_014	1-28
family_014	6-24
family_014	6-27
family_014	6-28
family_014	7-12
family_014	7-13
family_014	7-17
family_014	7-20
family_014	7-22
family_014	7-24
family_014	8-12
family_015	1-28
family_015	6-27
family_015	6-28
family_015	7-17
family_015	7-20
family_015	7-22
family_015	7-24
family_015	7-25
family_015	7-26
family_015	8-12
family_015	8-16
family_016	1-24
family_016	1-27
family_016	1-28
family_016	6-24
family_016	7-17
family_016	7-20
family_016	7-22
family_016	7-24
family_016	8-12
family_016	8-16
family_017	1-27
family_017	1-28
family_017	6-24
family_017	6-27
family_017	7-17
family_017	7-20
family_017	7-22
family_017	7-24
family_017	8-12
family_017	8-16
family_018	1-28
family_018	6-24
family_018	6-27
family_018	6-28
family_018	7-17
family_018	7-20
family_018	7-22
family_018	7-24
family_018	8-12
family_018	8-16
family_019	1-24
family_019	1-27
family_019	1-28
family_019	6-17
family_019	6-24
family_019	7-12
family_019	7-13
family_019	7-17
family_019	8-12
family_020	1-27
family_020	1-28
family_020	6-17
family_020	6-24
family_020	6-27
family_020	7-12
family_020	7-13
family_020	7-17
family_020	8-12
family_021	1-27
family_021	1-28
family_021	6-27
family_021	7-24
family_021	7-25
family_021	7-26
family_021	8-12
family_021	8-16
family_021	8-24
family_022	1-28
family_022	6-17
family_022	6-24
family_022	6-27
family_022	6-28
family_022	7-12
family_022	7-13
family_022	7-17
family_022	8-12
family_023	1-28
family_023	6-27
family_023	6-28
family_023	7-24
family_023	7-25
family_023	7-26
family_023	8-12
family_023	8-16
family_023	8-24
family_024	1-24
family_024	1-27
family_024	1-28
family_024	6-17
family_024	6-24
family_024	7-17
family_024	8-12
family_024	8-16
family_025	1-24
family_025	1-27
family_025	1-28
family_025	6-24
family_025	7-24
family_025	8-12
family_025	8-16
family_025	8-24
family_026	1-27
family_026	1-28
family_026	6-17
family_026	6-24
family_026	6-27
family_026	7-17
family_026	8-12
family_026	8-16
family_027	1-27
family_027	1-28
family_027	6-24
family_027	6-27
family_027	7-24
family_027	8-12
family_027	8-16
family_027	8-24
family_028	1-28
family_028	6-17
family_028	6-24
family_028	6-27
family_028	6-28
family_028	7-17
family_028	8-12
family_028	8-16
family_029	1-28
family_029	6-24
family_029	6-27
family_029	6-28
family_029	7-24
family_029	8-12
family_029	8-16
family_029	8-24
