family_id	family_number	n_spans	newick
family_001	1	6	(((1,2,(3,4,5,((6,7)6-7,8,9)6-9,10,11)3-11)1-11,12,13)1-13,14)1-14;
family_002	2	6	((1,2,((3,4,5,((6,7)6-7,8,9)6-9,10,11)3-11,12,13)3-13)1-13,14)1-14;
