family_id	family_number	n_spans	newick
family_001	1	4	(1,2,3,4,5,6,7,8,(((9,10)9-10,11,12,13,14,15,16)9-16,17)9-17,18,19,20,21)1-21;
family_002	2	4	(1,2,3,4,5,6,7,8,((9,(10,11,12,13,14,15,16)10-16)9-16,17)9-17,18,19,20,21)1-21;
family_003	3	4	(1,2,3,4,5,6,7,8,9,(((10,11,12,13,14,15,16)10-16,17,18)10-18,19)10-19,20,21)1-21;
