position	left_summed	left_capped	right_summed	right_capped
1	0	4	0	0
2	0	0	0	0
3	0	0	0	0
4	0	0	0	0
5	0	0	0	0
6	2	2	0	0
7	16	4	0	0
8	2	2	0	0
9	0	0	2	2
10	0	0	2	2
11	0	0	2	2
12	0	0	0	0
13	0	0	2	2
14	0	0	0	0
15	0	0	0	0
16	0	0	0	0
17	0	0	0	0
18	0	0	0	0
19	0	0	0	0
20	0	0	0	0
21	0	0	0	0
22	0	0	2	2
23	0	0	0	0
24	0	0	8	4
25	0	0	2	4
