tree_number	newick	group_spans	strengths
1	(1,2,(3,((4,5,((6,7)6-7,8,9,10,11,12,13,14)6-14,15)4-15,16,17,18)4-18)3-18,19)1-19;	1-19;3-18;4-18;4-15;6-14;6-7	2.4495;2.0;2.0;1.4142;2.4495;1.7321
2	(1,2,(3,((4,5,(6,(7,8,9,10,11)7-11,12,13,14)6-14,15)4-15,16,17,18)4-18)3-18,19)1-19;	1-19;3-18;4-18;4-15;6-14;7-11	2.4495;2.0;2.0;1.4142;2.4495;1.7321
3	(1,2,(3,(4,5,(((6,7)6-7,8,9,10,11,12,13,14)6-14,15,16,17,18)6-18)4-18)3-18,19)1-19;	1-19;3-18;4-18;6-18;6-14;6-7	2.4495;2.0;2.0;2.0;2.4495;1.7321
4	(1,2,(3,(4,5,((6,(7,8,9,10,11)7-11,12,13,14)6-14,15,16,17,18)6-18)4-18)3-18,19)1-19;	1-19;3-18;4-18;6-18;6-14;7-11	2.4495;2.0;2.0;2.0;2.4495;1.7321
5	(1,2,3,4,5,((((6,7)6-7,8,9,10,11,12,13,14)6-14,15,16,17,18)6-18,19)6-19)1-19;	1-19;6-19;6-18;6-14;6-7	2.4495;1.4142;2.0;2.4495;1.7321
6	(1,2,3,4,5,(((6,(7,8,9,10,11)7-11,12,13,14)6-14,15,16,17,18)6-18,19)6-19)1-19;	1-19;6-19;6-18;6-14;7-11	2.4495;1.4142;2.0;2.4495;1.7321
